Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Resident Evil 6,0.88,0.97,0.88,0.42,3.15
Halo: The Master Chief Collection,1.89,0.99,0.03,0.24,3.15
FIFA Soccer 08,0.68,0,0,2.46,3.14
Spider-Man,1.7,1.25,0.02,0.16,3.13
Need for Speed III: Hot Pursuit,2.14,0.86,0,0.13,3.12
Star Wars Episode I Racer,2.31,0.62,0.14,0.04,3.12
Personal Trainer: Cooking,0.91,1,1.03,0.17,3.12
The Elder Scrolls IV: Oblivion,1.69,0.87,0.14,0.42,3.12
Dragon Warrior IV,0.08,0,3.03,0.01,3.12
Heavy Rain,1.29,1.27,0.06,0.5,3.12
Mass Effect 2,1.99,0.82,0.03,0.27,3.11
FIFA 15,0.78,2.02,0,0.3,3.11
Dragon Ball Z: Budokai,2.17,0.28,0.55,0.08,3.09
Madden NFL 2002,2.5,0.16,0.01,0.42,3.08
World Class Track Meet,1.92,0.45,0.64,0.07,3.08
Borderlands 2,1.89,0.91,0.04,0.24,3.07
The Legend of Zelda: A Link Between Worlds,1.4,0.99,0.46,0.22,3.07
Donkey Kong,1.57,0.62,0.55,0.34,3.07
The Sims: Vacation,1.72,1.21,0,0.14,3.07
Mass Effect 3,1.94,0.86,0.03,0.24,3.07
Kung Fu Panda,1.91,0.84,0,0.29,3.05
Far Cry 3,1.38,1.35,0.02,0.28,3.04
Epic Mickey,2.06,0.64,0.12,0.22,3.04
Saints Row 2,1.94,0.8,0.02,0.27,3.03
Rayman,1.54,1.33,0,0.16,3.03
Killzone 2,1.4,1.07,0.08,0.47,3.02
Tom Clancy's Splinter Cell,1.85,1.04,0,0.13,3.02
Mike Tyson's Punch-Out!!,2.03,0.47,0.45,0.07,3.02
WWE SmackDown! Shut Your Mouth,1.45,1.13,0.07,0.38,3.02
Gears of War: Ultimate Edition,2.38,0.32,0,0.31,3
NBA 2K13,2.6,0.21,0.01,0.19,3
Dragon Ball Z: Budokai Tenkaichi 3,1.15,0,0.76,1.09,3
wwe Smackdown vs. Raw 2006,1.57,1.02,0,0.41,3
Middle-Earth: Shadow of Mordor,1.01,1.41,0.05,0.53,2.99
Star Fox,1.61,0.51,0.8,0.07,2.99
The Sims: Livin Large,1.67,1.18,0,0.13,2.99
World Soccer Winning Eleven 6 International,0.12,1.26,1.16,0.45,2.99
Devil May Cry,1.36,0.86,0.64,0.13,2.99
Animal Crossing: Happy Home Designer,0.47,1,1.39,0.12,2.98
Battlefield: Bad Company 2,1.33,1.12,0.08,0.45,2.97
The Sims 4,0.96,1.72,0,0.29,2.97
Star Wars: The Old Republic,1.58,1.01,0,0.38,2.97
Sonic Heroes,1.04,1.37,0.06,0.49,2.96
Kirby Super Star Ultra,1.57,0.04,1.19,0.15,2.96
Hitman 2: Silent Assassin,1.36,1.15,0.04,0.41,2.96
Street Fighter IV,1.82,0.71,0.15,0.26,2.95
Wave Race 64,1.98,0.58,0.34,0.04,2.94
SOCOM II: U.S. Navy SEALs,2.22,0.51,0.06,0.15,2.94
WWE SmackDown! vs. RAW 2006,1.45,1.11,0.04,0.33,2.94
inFAMOUS,1.76,0.69,0.12,0.37,2.94
Pac-Man Collection,2.07,0.77,0.05,0.05,2.94
Mass Effect,1.83,0.8,0.03,0.27,2.93
WarioWare: Smooth Moves,0.87,1.06,0.73,0.26,2.92
Cooking Mama: Cook Off,1.43,1.13,0.05,0.3,2.91
Super Mario World 2: Yoshi's Island,1.75,0.45,0.62,0.09,2.91
FIFA 14,0.61,1.85,0.11,0.33,2.9
Titanfall,1.84,0.8,0.04,0.22,2.9
Sonic Mega Collection Plus,1.54,1.14,0,0.22,2.9
Sega Superstars Tennis,1.75,0.86,0,0.28,2.9
World Soccer Winning Eleven 7 International,0.08,1.24,1.13,0.45,2.9
Need for Speed: Most Wanted,0.71,1.51,0.06,0.61,2.89
Hot Shots Golf 3,0.99,0.32,1.38,0.2,2.89
Call of Duty: Finest Hour,1.51,1.12,0.01,0.24,2.89
Zumba Fitness 2,1.54,1.07,0,0.28,2.88
Syphon Filter,2.03,0.72,0.02,0.11,2.88
Imagine: Babyz,1.3,1.27,0,0.31,2.88
Colin McRae Rally,0.09,2.43,0.12,0.22,2.87
Call of Duty: Ghosts,1.87,0.77,0,0.22,2.86
Madden NFL 13,2.53,0.16,0,0.17,2.86
The Elder Scrolls III: Morrowind,2.09,0.63,0.03,0.11,2.86
Mortal Kombat,1.98,0.55,0,0.32,2.85
F-Zero,1.37,0.51,0.89,0.07,2.85
Yoshi's Story,1.29,0.53,0.98,0.05,2.85
Command & Conquer: Red Alert,1.37,1.34,0,0.14,2.85
Skylanders: Spyro's Adventure,1.4,1.14,0,0.31,2.85
FIFA 16,0.4,1.98,0.05,0.42,2.85
Assassin's Creed: Brotherhood,1.87,0.57,0.11,0.3,2.84
BioShock,1.65,0.86,0.05,0.28,2.83
Madden NFL 10,2.52,0.09,0,0.22,2.83
Medal of Honor,1.28,1.05,0.07,0.43,2.83
WWE SmackDown! vs. Raw,1.32,1.08,0.04,0.39,2.83
Metroid Prime,1.96,0.67,0.1,0.09,2.82
Finding Nemo,1.59,1.05,0.04,0.14,2.82
Myst,0.02,2.79,0,0,2.81
Need for Speed: Hot Pursuit,1.05,1.25,0.03,0.48,2.81
Imagine: Fashion Designer,1.32,1.19,0,0.3,2.81
WWE SmackDown! Here Comes the Pain,1.32,1.06,0.04,0.38,2.8
Star Wars: The Force Unleashed,1.74,0.8,0,0.26,2.8
Yoshi's Island DS,1.47,0.07,1.1,0.15,2.8
Hot Shots Golf,0.29,0.2,2.13,0.18,2.79
Killzone 3,1.45,0.88,0.09,0.38,2.79
A Bug's Life,1.96,0.72,0,0.11,2.79
WWF SmackDown! Just Bring It,1.19,1.15,0.04,0.41,2.79
Dragon Quest V: Tenkuu no Hanayome,0,0,2.78,0.01,2.79
Mortal Kombat Trilogy,1.98,0.7,0,0.11,2.79
Battlefield 3,0.89,1.43,0,0.48,2.79
NBA Street,2.19,0.22,0,0.38,2.79
Professor Layton and the Last Specter,0.3,1.47,0.68,0.34,2.79
Monster Hunter Tri,0.46,0.29,1.96,0.07,2.79
Jak II,1.68,0.74,0,0.36,2.78
inFAMOUS: Second Son,1.27,0.97,0.07,0.47,2.78
Ratchet & Clank: Going Commando,1.44,0.83,0.26,0.25,2.78
Tekken 6,1.2,0.98,0.17,0.43,2.78
The Sims,1.41,1.12,0,0.24,2.77
Sonic and the Secret Rings,1.24,1.2,0.04,0.3,2.77
Saints Row: The Third,1.25,1.15,0.07,0.3,2.77
Missile Command,2.56,0.17,0,0.03,2.76
Mario Paint,1.43,0.54,0.71,0.07,2.75
Assassin's Creed IV: Black Flag,1.07,1.31,0.06,0.31,2.74
Pokémon Stadium 2,1.02,0.36,1.13,0.23,2.73
Metroid,1.33,0.31,1.04,0.05,2.73
L.A. Noire,1.52,0.94,0.02,0.24,2.72
Call of Duty 3,1.49,0.93,0.02,0.27,2.71
The Legend of Zelda: A Link to the Past,1.75,0.52,0.33,0.1,2.7
Onimusha: Warlords,0.99,0.48,1.09,0.14,2.7
Mortal Kombat X,1.47,0.76,0,0.47,2.7
Mario Party,1.25,0.53,0.87,0.05,2.7
Madden NFL 12,2.42,0.11,0,0.16,2.69
LEGO Star Wars II: The Original Trilogy,1.85,0.64,0.01,0.19,2.69
Madden NFL 11,2.38,0.12,0,0.18,2.69
Mario vs. Donkey Kong: Mini-Land Mayhem!,1.63,0.52,0.35,0.18,2.69
Skate 3,1.46,0.98,0,0.24,2.68
Burnout 3: Takedown,1.23,1.11,0,0.34,2.68
Yokai Watch 2 Shinuchi,0,0,2.68,0,2.68
Need for Speed: Shift,0.69,1.41,0.04,0.53,2.68
Final Fantasy XIII-2,0.78,0.75,0.89,0.26,2.68
Mortal Kombat,1.95,0.63,0,0.09,2.67
Call Of Duty 2: Big Red One,1.48,0.92,0.01,0.26,2.67
Guitar Hero: World Tour,1.78,0.64,0,0.25,2.67
Medal of Honor,1.44,1.09,0,0.14,2.67
Fable,1.99,0.58,0,0.09,2.66
Hannah Montana,1.59,0.8,0,0.26,2.65
Tom Clancy's Splinter Cell,1.15,1.11,0,0.4,2.65
Skylanders Giants,1.56,0.88,0,0.22,2.65
Medal of Honor Heroes,0.86,1.11,0.01,0.66,2.65
Super Mario Bros.: The Lost Levels,0,0,2.65,0,2.65
Star Wars: Shadows of the Empire,2,0.5,0.12,0.03,2.65
LEGO Star Wars: The Complete Saga,1.53,0.87,0,0.24,2.64
Midnight Club: Street Racing,2,0.47,0.02,0.14,2.63
Pac-Man: Adventures in Time,0.76,1.1,0.12,0.65,2.63
Halo Wars,1.53,0.82,0.04,0.24,2.63
God of War Collection,1.7,0.46,0.06,0.41,2.63
ESPN NFL 2K5,2.15,0.12,0,0.36,2.62
Mario Strikers Charged,1.07,1.06,0.24,0.25,2.62
Medal of Honor,1.55,0.81,0.04,0.21,2.62
FIFA Soccer 10,0.59,1.79,0.01,0.23,2.62
NBA 2K12,2.31,0.14,0.01,0.16,2.62
Style Savvy,0.63,0.84,0.96,0.19,2.61
Harry Potter and the Chamber of Secrets,0.9,1.22,0.04,0.44,2.61
Super Mario All-Stars: Limited Edition,1.02,0.52,0.92,0.14,2.6
Streets of Rage,1.86,0.55,0.11,0.08,2.6
FIFA Soccer 09,0.48,1.63,0.04,0.43,2.59
Ratchet & Clank Future: Tools of Destruction,0.93,1.12,0.08,0.45,2.59
NBA Live 2005,2.03,0.21,0,0.35,2.59
LittleBigPlanet,0.64,1.24,0.01,0.69,2.58
Killzone: Shadow Fall,0.89,1.33,0.07,0.28,2.58
Ghostbusters: The Video Game (DS Version),1.04,1.24,0.03,0.27,2.58
Monster Hunter Freedom 2,0.37,0.27,1.75,0.18,2.58
WWE SmackDown vs. RAW 2007,1.4,0.88,0.03,0.26,2.58
Ratchet & Clank: Up Your Arsenal,1.31,0.74,0.31,0.22,2.57
Art Academy,0.28,1.68,0.33,0.28,2.57
Dragon Age: Origins,1.76,0.56,0.03,0.22,2.57
Madden NFL 08,2.14,0.08,0,0.35,2.57
Sonic Adventure 2 Battle,1.7,0.59,0.21,0.07,2.56
Dragon Warrior II,0.15,0,2.41,0,2.56
Madden NFL 13,2.11,0.23,0,0.22,2.56
Pokémon Colosseum,1.21,0.57,0.7,0.07,2.54
Deca Sports,1.13,0.87,0.29,0.25,2.54
Madden NFL 09,2.21,0.12,0,0.2,2.54
Space Invaders,2.36,0.14,0,0.03,2.53
Crazy Taxi,1.13,1.12,0.06,0.22,2.52
Perfect Dark,1.55,0.75,0.16,0.06,2.52
Game Party,1.5,0.78,0,0.24,2.52
Dragon Warrior,0.49,0,0.52,1.51,2.52
Tomb Raider (2013),0.6,1.31,0.08,0.52,2.51
Marvel: Ultimate Alliance,2.29,0.02,0,0.19,2.5
PES 2009: Pro Evolution Soccer,0.13,0.07,0.26,2.05,2.5
Mario Party 2,1.28,0.14,1.08,0.01,2.5
Saints Row: The Third,0.86,1.06,0.18,0.39,2.49
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,1.84,0.56,0,0.09,2.49
LEGO Harry Potter: Years 1-4,1.29,0.97,0,0.23,2.49
Mortal Kombat: Deadly Alliance,1.81,0.52,0,0.15,2.49
Resistance 2,1.15,0.85,0.1,0.39,2.48
Pure,1.38,0.85,0,0.25,2.48
Tomb Raider: The Last Revelation,1.15,1.14,0.06,0.13,2.48
NBA 2K13,1.72,0.44,0.05,0.27,2.48
Rock Band,1.93,0.34,0,0.21,2.48
NBA 2K14,2.1,0.2,0,0.17,2.47
Mario Party 4,1.13,0.36,0.92,0.07,2.47
uDraw Studio,1.67,0.58,0,0.2,2.46
Midnight Club: Los Angeles,1.55,0.54,0.05,0.31,2.45
Final Fantasy V,0,0,2.43,0.02,2.45
Final Fantasy Tactics,0.93,0.12,1.34,0.06,2.45
Twisted Metal 2,2.12,0.25,0,0.07,2.44
Halo: Combat Evolved Anniversary,1.44,0.73,0.04,0.22,2.44
Need for Speed Carbon: Own the City,0.87,0.98,0,0.59,2.44
The Sims: Bustin' Out,1.07,1.19,0,0.18,2.43
Riven: The Sequel to Myst,1.52,0.82,0,0.1,2.43
Tom Clancy's Rainbow Six: Vegas 2,1.56,0.61,0.02,0.23,2.42
Sonic Adventure,1.26,0.61,0.46,0.08,2.42
Ice Hockey,1.27,0.32,0.78,0.05,2.42
pro evolution soccer 2011,0.29,1.18,0.54,0.41,2.42
Dragon Ball Z: Budokai 2,1.63,0.22,0.51,0.06,2.41
ATV Offroad Fury,2.07,0.26,0,0.08,2.41
Dino Crisis,0.81,0.76,0.7,0.14,2.41
Minecraft,1.43,0.76,0,0.22,2.41
Need for Speed: ProStreet,0.69,0,0.04,1.68,2.41
Madden NFL 16,2.07,0.08,0,0.26,2.4
Tetris Plus,2.1,0.24,0,0.07,2.4
Pro Wrestling,0.77,0.18,1.42,0.03,2.4
Theme Hospital,2.3,0.1,0,0,2.4
Frogger's Adventures: Temple of the Frog,2.15,0.18,0,0.07,2.39
Need for Speed (2015),0.49,1.49,0.05,0.36,2.39
Zumba Fitness,1.74,0.48,0,0.18,2.39
LEGO Indiana Jones: The Original Adventures,1.54,0.63,0,0.22,2.39
Monopoly,1.49,0.81,0,0.1,2.39
Batman: Arkham Origins,1.07,0.87,0.04,0.4,2.39
Dead Island,1.48,0.71,0,0.2,2.39
Guitar Hero,1.67,0.61,0.03,0.07,2.38
LEGO Star Wars: The Complete Saga,1.02,0.97,0,0.39,2.38
Kinect: Disneyland Adventures,1.73,0.46,0.02,0.18,2.38
WCW/nWo Revenge,1.94,0.39,0.03,0.02,2.38
Bloodborne,1,0.76,0.26,0.36,2.38
NBA 2K15,1.46,0.54,0.01,0.37,2.38
Madden NFL 11,2.04,0.15,0,0.19,2.38
Yu-Gi-Oh! The Duelists of the Roses,1.16,0.91,0,0.3,2.38
Madden NFL 08,2.18,0.01,0,0.18,2.37
Half-Life 2,2.28,0.02,0.08,0,2.37
The Incredibles,0.96,1.08,0.04,0.3,2.37
Tony Hawk's Underground 2,1.25,0.86,0.01,0.26,2.37
Madden NFL 10,2.03,0.13,0,0.21,2.37
Kinect Sports: Season Two,1.38,0.74,0.02,0.22,2.36
Kirby's Dream Land 2,0.69,0.14,1.48,0.05,2.36
LEGO Harry Potter: Years 1-4,1.07,1.05,0,0.23,2.35
Donkey Kong Land II,1.39,0.48,0.4,0.08,2.35
Dragon Warrior Monsters,0,0,2.34,0.01,2.35
Midnight Club: Los Angeles,1.68,0.46,0.01,0.2,2.35
Skylanders SWAP Force,1.32,0.83,0,0.2,2.34
WWE SmackDown vs Raw 2008,0.92,0,0.01,1.41,2.34
My Fitness Coach,1.2,0.9,0,0.24,2.34
Resident Evil - Code: Veronica X,1.08,0.7,0.34,0.21,2.34
The Sims 3,1.27,0.86,0,0.2,2.33
The Legend of Zelda: Majora's Mask 3D,1.14,0.54,0.47,0.17,2.32
NBA 2K16,1.93,0.14,0,0.24,2.32
Just Dance Kids,1.57,0.56,0,0.19,2.32
Mario Tennis,0.78,0.4,1.06,0.07,2.32
Grand Theft Auto,0.79,1.35,0.04,0.14,2.32
James Bond 007: Everything or Nothing,0.85,1.06,0.09,0.32,2.31
WarioWare Touched!,0.52,0.45,1.21,0.13,2.31
Need For Speed: High Stakes,1.58,0.64,0,0.09,2.31
Chrono Trigger,0.28,0,2.02,0.01,2.31
Cool Boarders 3,1.65,0.46,0.1,0.1,2.31
LEGO Marvel Super Heroes,1.24,0.85,0,0.21,2.3
Guild Wars 2,0.95,1.06,0,0.29,2.3
Pokemon Ranger: Shadows of Almia,0.95,0.54,0.62,0.18,2.3
Dead Island,1.08,0.75,0.15,0.31,2.29
Tomb Raider II,0.91,1.25,0,0.13,2.29
God of War: Ascension,1.23,0.68,0.04,0.34,2.29
Need for Speed Underground 2,1.38,0.8,0,0.1,2.28
Pro Evolution Soccer 2010,0.3,1.27,0.46,0.26,2.28
Just Dance 2015,1.11,0.98,0,0.2,2.28
Yokai Watch Busters,0,0,2.28,0,2.28
Mario Bros.,0.51,0.12,1.63,0.02,2.28
FIFA Soccer 09,0.38,0.07,0.01,1.82,2.28
Star Wars: The Force Unleashed,1.01,0.9,0,0.37,2.28
Borderlands 2,1.05,0.77,0.1,0.36,2.28
TOCA Touring Car Championship,0.07,2,0.02,0.18,2.28
Paper Mario: Sticker Star,1.12,0.39,0.64,0.12,2.27
Sonic's Ultimate Genesis Collection,1.34,0.62,0,0.31,2.27
Super Monkey Ball: Banana Blitz,1.07,0.92,0.04,0.24,2.27
Kirby: Nightmare in Dream Land,1.22,0.1,0.91,0.04,2.27
Wario Land 4,0.9,0.73,0.54,0.09,2.26
Guitar Hero III: Legends of Rock,1.4,0.54,0.02,0.3,2.26
Call of Duty 3,1.19,0.84,0,0.23,2.26
Resident Evil 4,1.34,0.57,0.14,0.21,2.26
Minecraft,0.28,0.79,0.87,0.32,2.25
Onimusha 2: Samurai's Destiny,0.62,0.44,1.06,0.13,2.25
Cool Boarders 2,1.52,0.46,0.2,0.08,2.25
Paper Mario: The Thousand-Year Door,1.48,0.25,0.46,0.06,2.25
Madden NFL 12,1.93,0.15,0,0.17,2.25
Monster Hunter Tri,0.67,0.41,1.05,0.11,2.25
Dissidia: Final Fantasy,0.51,0.51,0.91,0.32,2.25
Sonic Advance,1.19,0.71,0.22,0.13,2.24
Spyro: Season of Ice,1.29,0.83,0,0.11,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,1.74,0.25,0.21,0.03,2.23
LEGO Indiana Jones: The Original Adventures,1.42,0.61,0,0.21,2.23
Dance Dance Revolution X2,1.09,0.85,0,0.28,2.23
New Super Luigi U,1.27,0.62,0.18,0.16,2.22
Prince of Persia: The Sands of Time,0.88,1.03,0,0.31,2.22
Scribblenauts,1.71,0.32,0.02,0.18,2.22
The Legend of Zelda: Link's Awakening DX,1,0.63,0.45,0.13,2.22
Need for Speed: Hot Pursuit,1.03,0.98,0,0.21,2.22
BioShock 2,1.45,0.55,0.02,0.19,2.21
Assassin's Creed IV: Black Flag,1.47,0.55,0,0.19,2.21
Devil May Cry 3: Dante's Awakening Special Edition,1.06,0.82,0.05,0.28,2.21
Rock Band 2,1.78,0.24,0,0.18,2.2
Frogger,2.06,0.12,0,0.02,2.2
Guitar Hero II,2.01,0.02,0,0.17,2.2
Wario Land 3,1.11,0.51,0.34,0.23,2.2
Pro Yakyuu Family Stadium,0.15,0,2.05,0,2.2
Sonic Unleashed,1.28,0.68,0.02,0.21,2.2
High School Musical: Makin' the Cut!,1.06,0.91,0,0.23,2.2
Pro Evolution Soccer 2012,0.34,0.97,0.55,0.33,2.19
Saints Row,1.17,0.78,0.02,0.22,2.19
Star Wars: Knights of the Old Republic,1.68,0.44,0,0.08,2.19
Kirby's Pinball Land,0.87,0.17,1.1,0.05,2.19
Donkey Kong Country,1.04,0.72,0.3,0.13,2.19
Hitman: Absolution,0.59,1.07,0.07,0.45,2.19
Yu-Gi-Oh: Duel Monsters 4,0,0,2.17,0.01,2.18
ATV Offroad Fury 2,1.92,0.2,0,0.06,2.18
Forza Motorsport 5,1.21,0.78,0.01,0.17,2.18
Madden NFL 25,1.97,0.07,0,0.13,2.18
Pokemon Ranger,1.29,0.04,0.73,0.12,2.18
Mario & Luigi: Superstar Saga,1.48,0.17,0.47,0.06,2.17
Final Fantasy XIII,1.27,0.68,0.01,0.2,2.17
Star Wars: Rogue Squadron,1.6,0.46,0.08,0.03,2.17
Tennis,0.48,0.11,1.56,0.02,2.17
The Sims: House Party,1.23,0.83,0,0.1,2.16
Your Shape featuring Jenny McCarthy,1.51,0.47,0,0.18,2.16
Syphon Filter 2,1.5,0.55,0.02,0.08,2.15
Tom Clancy's Rainbow Six: Siege,0.54,1.16,0.13,0.32,2.15
Volleyball,0.14,0.03,1.98,0,2.15
FIFA 15,0.6,1.41,0,0.14,2.15
Call of Duty: Roads to Victory,0.52,1.03,0,0.59,2.14
Super Mario RPG: Legend of the Seven Stars,0.66,0,1.45,0.03,2.14
Mahjong,0.01,0,2.13,0,2.14
R.C. Pro-Am,1.47,0.38,0.19,0.1,2.14
SimCity 2000,1.2,0.84,0,0.1,2.14
Demon Attack,1.99,0.12,0,0.02,2.13
Dance Dance Revolution Extreme,1.04,0.81,0,0.27,2.13
Tetris DS,0.64,0.07,1.35,0.08,2.13
Final Fantasy Tactics Advance,0.82,0.37,0.89,0.05,2.13
Far Cry: Primal,0.59,1.16,0.06,0.33,2.13
Toy Story 3: The Video Game,0.93,0.97,0.02,0.21,2.12
Final Fantasy III,0.91,0.05,1.07,0.09,2.12
Kirby's Epic Yarn,1.47,0.09,0.45,0.11,2.12
Project Gotham Racing,1.37,0.61,0.05,0.09,2.12
Golf,0.83,0.33,0.92,0.04,2.12
NBA 2K12,1.61,0.27,0.05,0.18,2.11
Borderlands,1.2,0.62,0,0.29,2.11
Tony Hawk's Pro Skater,1.68,0.4,0,0.03,2.11
PES 2009: Pro Evolution Soccer,0.11,1.34,0.4,0.26,2.11
Need for Speed: Hot Pursuit 2,1.68,0.31,0.02,0.09,2.11
Mario Sports Mix,0.9,0.45,0.63,0.13,2.11
Rock Band,1.35,0.56,0,0.2,2.11
Dynasty Warriors 4,0.63,0.21,1.13,0.13,2.11
Mortal Kombat,1.63,0.33,0,0.15,2.11
Parasite Eve,0.94,0.07,1.05,0.04,2.1
Scooby-Doo! Night of 100 Frights,1.17,0.72,0,0.22,2.1
Project Gotham Racing (JP weekly sales),1.54,0.44,0.04,0.07,2.1
Need for Speed: Most Wanted 5-1-0,1.77,0.13,0.02,0.18,2.1
Portal 2,1.41,0.51,0.01,0.17,2.1
Devil May Cry 3: Dante's Awakening,0.99,0.63,0.29,0.19,2.09
Derby Stallion,0,0,1.96,0.14,2.09
Dead Rising,1.16,0.65,0.08,0.2,2.09
Finding Nemo,1.26,0.6,0.05,0.18,2.09
NBA 2K11,1.84,0.12,0.01,0.13,2.09
Wipeout: The Game,1.97,0,0,0.12,2.09
The Sims 2: Pets,0.92,0.94,0,0.22,2.09
Battlefield: Hardline,0.7,0.93,0.14,0.32,2.09
Metal Gear Solid: Peace Walker,0.46,0.42,0.96,0.25,2.09
World of Warcraft: Cataclysm,1.77,0.32,0,0,2.08
Tetris Worlds,1.11,0.71,0,0.27,2.08
Need For Speed: Undercover,0.63,1.02,0.05,0.39,2.08
Dance Dance Revolution: Hottest Party,1.36,0.52,0,0.2,2.08
Mario Party 5,0.97,0.33,0.73,0.06,2.08
Ghostbusters: The Video Game (DS Version),0.59,0.99,0.13,0.36,2.08
Sim Theme Park,2.04,0.04,0,0,2.08
Warcraft: Orcs & Humans,0.89,1.08,0,0.11,2.08
Skate 3,0.79,0.94,0,0.35,2.08
Spec Ops: Airborne Commando,1.54,0.46,0,0.08,2.07
Kingdom Hearts: Birth by Sleep,0.63,0.42,0.75,0.26,2.07
UFC 2009 Undisputed,1.48,0.39,0,0.19,2.07
Dark Souls,0.75,0.54,0.54,0.23,2.07
Yu-Gi-Oh! The Eternal Duelist Soul,1.64,0.36,0,0.07,2.07
Need for Speed: ProStreet,1.04,0.8,0.01,0.22,2.06
The Sims 3,0.73,0.97,0.02,0.34,2.06
Tom Clancy's Splinter Cell: Conviction,1.2,0.63,0.04,0.19,2.06
Pokemon Mystery Dungeon: Red/Blue Rescue Team,0.71,0.52,0.74,0.08,2.06
The Incredibles,1.15,0.77,0.04,0.1,2.06
R4: Ridge Racer Type 4,0.68,0.46,0.79,0.13,2.06
SoulCalibur II,1.06,0.62,0.13,0.25,2.06
Mario & Luigi: Dream Team,0.89,0.57,0.46,0.13,2.06
Need for Speed: ProStreet,0.73,0.92,0.04,0.37,2.05
Carnival Games,1.23,0.64,0,0.19,2.05
NBA 2K14,1.43,0.33,0.04,0.25,2.05
Pokémon Mystery Dungeon: Blue Rescue Team,1.16,0.06,0.83,0,2.05
Sonic Mega Collection,1.47,0.48,0.05,0.06,2.05
Diablo III,0.71,0.83,0.15,0.35,2.05
NBA Jam,1.75,0.25,0,0.05,2.05
PGR4 - Project Gotham Racing 4,0.48,1.29,0.02,0.25,2.05
Kingdom Hearts 358/2 Days,1.11,0.27,0.53,0.14,2.04
Dance Central 2,1.45,0.42,0.01,0.16,2.04
Rayman Raving Rabbids: TV Party,0.73,1.09,0,0.23,2.04
SOCOM: U.S. Navy SEALs: Combined Assault,1.74,0.02,0,0.28,2.04
Peter Jackson's King Kong: The Official Game of the Movie,0.71,1.02,0,0.31,2.04
Donkey Kong Country,1.2,0.48,0.29,0.07,2.04
Need for Speed: The Run,0.58,1.06,0.03,0.37,2.04
Madden NFL 15,1.53,0.25,0,0.25,2.03
1080°: TenEighty Snowboarding,1.25,0.61,0.13,0.05,2.03
Just Dance 3,1.47,0.4,0,0.16,2.03
NBA Live 2004,1.57,0.18,0,0.27,2.03
Dead Space,1.05,0.67,0,0.3,2.02
Call of Duty 2,1.81,0.05,0.01,0.15,2.02
Madden NFL 15,1.76,0.09,0,0.17,2.02
Forza Horizon,0.82,0.98,0.04,0.18,2.02
TouchMaster,0.49,1.27,0,0.25,2.01
Tom Clancy's The Division,1.2,0.62,0,0.18,2.01
LEGO Marvel Super Heroes,0.77,0.85,0.01,0.37,2
Fire Emblem: Awakening,0.89,0.45,0.53,0.13,2
DriveClub,0.35,1.31,0.02,0.33,2
Super Street Fighter II,0.52,0.16,1.29,0.03,2
Mortal Kombat vs. DC Universe,1.48,0.3,0,0.22,2
Tenchu: Stealth Assassins,0.95,0.64,0.27,0.13,1.99
Tennis,0.75,0.3,0.9,0.04,1.99
Harry Potter and the Chamber of Secrets,1.21,0.64,0.05,0.09,1.99
Harry Potter and the Chamber of Secrets,0.75,1.09,0.02,0.12,1.98
SimCity,0.93,0.27,0.75,0.04,1.98
Battlefield 4,1.25,0.58,0,0.16,1.98
Resident Evil 6,1.11,0.63,0.07,0.16,1.98
Dragon Age: Inquisition,0.72,0.86,0.08,0.32,1.97
Sonic Classic Collection,0.99,0.8,0,0.18,1.97
Spyro: Enter the Dragonfly,0.74,0.95,0,0.28,1.97
Call of Duty: World at War,1.2,0.59,0,0.19,1.97
Devil May Cry 2,0.71,0.58,0.51,0.17,1.97
Burnout Paradise,1.01,0.64,0.02,0.3,1.97
E.T.: The Extra Terrestrial,1.84,0.11,0,0.02,1.97
BioShock Infinite,1.22,0.57,0.02,0.15,1.96
Hot Shots Golf: Open Tee,0.5,0.5,0.63,0.33,1.96
Rad Racer,1.13,0.37,0.41,0.05,1.96
Soccer,0.18,0.23,1.53,0.02,1.96
Kirby Squeak Squad,0.79,0.03,1.05,0.08,1.96
Tom Clancy's Rainbow Six: Vegas,1.09,0.65,0.02,0.2,1.96
Destiny,1.3,0.49,0,0.16,1.95
Crash Nitro Kart,0.74,1.01,0,0.2,1.95
Grand Theft Auto: San Andreas,1.26,0.61,0,0.09,1.95
Star Wars: Dark Forces,1.09,0.77,0,0.09,1.95
NBA Street Vol. 2,1.69,0.2,0,0.06,1.95
Def Jam Vendetta,0.95,0.74,0,0.25,1.94
FIFA Soccer 09,0.49,1.26,0.01,0.18,1.94
Who wants to be a millionaire,1.94,0,0,0,1.94
Scooby Doo and the Cyber Chase,0.59,1.23,0,0.13,1.94
Alleyway,0.96,0.38,0.55,0.05,1.94
Dragon Ball Z: Budokai 3,1.09,0.15,0.65,0.04,1.94
Jet Moto 2,1.41,0.42,0.03,0.07,1.94
Tom Clancy's Ghost Recon,1.42,0.4,0,0.12,1.94
X-Men Legends,1,0.72,0,0.21,1.93
Batman: Arkham Origins,1.15,0.61,0,0.17,1.93
Guitar Hero: World Tour,1.1,0.56,0,0.27,1.93
Mortal Kombat II,1.48,0.39,0,0.06,1.93
Virtua Fighter 2,0.34,0.26,1.3,0.03,1.93
