Rank,Name,Platform,Year,Genre,Publisher
426,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment
427,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation
428,Dance Central,X360,2010,Misc,MTV Games
429,Enter the Matrix,PS2,2003,Action,Atari
430,Super Mario Maker,WiiU,2015,Platform,Nintendo
431,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks
432,LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment
433,Rhythm Heaven,DS,2008,Misc,Nintendo
434,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe
435,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios
436,Animal Crossing,GC,2001,Simulation,Nintendo
437,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment
438,Sonic Rush,DS,2005,Platform,Sega
439,Resident Evil 6,PS3,2012,Shooter,Capcom
440,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios
441,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts
442,Spider-Man,PS,2000,Action,Activision
443,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts
444,Star Wars Episode I Racer,N64,1999,Racing,Nintendo
445,Personal Trainer: Cooking,DS,2006,Misc,Nintendo
446,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft
447,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation
448,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment
449,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts
450,FIFA 15,X360,2014,Sports,Electronic Arts
451,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari
452,Madden NFL 2002,PS2,2001,Sports,Electronic Arts
453,World Class Track Meet,NES,1986,Sports,Namco Bandai Games
454,Borderlands 2,X360,2012,Shooter,Take-Two Interactive
455,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo
456,Donkey Kong,GB,1994,Platform,Nintendo
457,The Sims: Vacation,PC,2002,Simulation,Electronic Arts
458,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts
459,Kung Fu Panda,X360,2008,Action,Activision
460,Far Cry 3,X360,2012,Shooter,Ubisoft
461,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios
462,Saints Row 2,X360,2008,Action,THQ
463,Rayman,PS,1995,Platform,Ubisoft
464,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment
465,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft
466,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo
467,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ
468,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios
469,NBA 2K13,X360,2012,Sports,Take-Two Interactive
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari
471,wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A
472,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment
473,Star Fox,SNES,1993,Shooter,Nintendo
474,The Sims: Livin Large,PC,2000,Misc,Electronic Arts
475,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment
476,Devil May Cry,PS2,2001,Action,Capcom
477,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo
478,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts
479,The Sims 4,PC,2014,Simulation,Electronic Arts
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts
481,Sonic Heroes,PS2,2003,Platform,Sega
482,Kirby Super Star Ultra,DS,2008,Platform,Nintendo
483,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive
484,Street Fighter IV,X360,2009,Fighting,Capcom
485,Wave Race 64,N64,1996,Racing,Nintendo
486,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment
487,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ
488,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment
489,Pac-Man Collection,GBA,2001,Puzzle,Atari
490,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios
491,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo
492,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games
493,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo
494,FIFA 14,PS4,2013,Sports,Electronic Arts
495,Titanfall,XOne,2014,Shooter,Electronic Arts
496,Sonic Mega Collection Plus,PS2,2004,Misc,Sega
497,Sega Superstars Tennis,X360,2008,Sports,Sega
498,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment
499,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts
500,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment
501,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision
502,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment
503,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment
504,Imagine: Babyz,DS,2007,Simulation,Ubisoft
505,Colin McRae Rally,PS,1998,Racing,Codemasters
506,Call of Duty: Ghosts,XOne,2013,Shooter,Activision
507,Madden NFL 13,X360,2012,Sports,Electronic Arts
508,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft
509,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment
510,F-Zero,SNES,1990,Racing,Nintendo
511,Yoshi's Story,N64,1997,Platform,Nintendo
512,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive
513,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision
514,FIFA 16,PS3,2015,Sports,Electronic Arts
515,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft
516,BioShock,X360,2007,Shooter,Take-Two Interactive
517,Madden NFL 10,X360,2009,Sports,Electronic Arts
518,Medal of Honor,PS3,2010,Shooter,Electronic Arts
519,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ
520,Metroid Prime,GC,2002,Shooter,Nintendo
521,Finding Nemo,GBA,2003,Action,THQ
522,Myst,PC,1994,Adventure,Red Orb
523,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts
524,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft
525,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ
526,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts
527,Yoshi's Island DS,DS,2006,Platform,Nintendo
528,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment
529,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment
530,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment
531,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ
532,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation
533,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive
534,Battlefield 3,PC,2011,Shooter,Electronic Arts
535,NBA Street,PS2,2001,Sports,Electronic Arts
536,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo
537,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo
538,Jak II,PS2,2003,Platform,Sony Computer Entertainment
539,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment
540,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment
541,Tekken 6,PS3,2009,Fighting,Namco Bandai Games
542,The Sims,PS2,2003,Simulation,Electronic Arts
543,Sonic and the Secret Rings,Wii,2007,Platform,Sega
544,Saints Row: The Third,X360,2011,Action,THQ
545,Missile Command,2600,1980,Shooter,Atari
546,Mario Paint,SNES,1992,Misc,Nintendo
547,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft
548,Pokémon Stadium 2,N64,2000,Strategy,Nintendo
549,Metroid,NES,1986,Action,Nintendo
550,L.A. Noire,X360,2011,Adventure,Take-Two Interactive
551,Call of Duty 3,X360,2006,Shooter,Activision
552,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo
553,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive
554,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment
555,Mario Party,N64,1998,Misc,Nintendo
556,Madden NFL 12,X360,2011,Sports,Electronic Arts
557,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts
558,Madden NFL 11,X360,2010,Sports,Electronic Arts
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo
560,Skate 3,X360,2010,Sports,Electronic Arts
561,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts
562,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5
563,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts
564,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix
565,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment
566,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision
567,Guitar Hero: World Tour,X360,2008,Misc,Activision
568,Medal of Honor,PS,1998,Shooter,Electronic Arts
569,Fable,XB,2004,Role-Playing,Microsoft Game Studios
570,Hannah Montana,DS,2006,Action,Disney Interactive Studios
571,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft
572,Skylanders Giants,Wii,2012,Action,Activision
573,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts
574,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo
575,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo
576,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts
577,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive
578,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment
579,Halo Wars,X360,2009,Strategy,Microsoft Game Studios
580,God of War Collection,PS3,2009,Action,Sony Computer Entertainment
581,ESPN NFL 2K5,PS2,2004,Sports,Sega
582,Mario Strikers Charged,Wii,2007,Sports,Nintendo
583,Medal of Honor,X360,2010,Shooter,Electronic Arts
584,FIFA Soccer 10,X360,2009,Sports,Electronic Arts
585,NBA 2K12,X360,2011,Sports,Take-Two Interactive
586,Style Savvy,DS,2008,Simulation,Nintendo
587,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts
588,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo
589,Streets of Rage,GEN,1990,Action,Sega
590,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts
591,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment
592,NBA Live 2005,PS2,2004,Sports,Electronic Arts
593,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment
594,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment
595,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive
596,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom
597,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ
598,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment
599,Art Academy,DS,2010,Misc,Nintendo
600,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts
601,Madden NFL 08,PS2,2007,Sports,Electronic Arts
602,Sonic Adventure 2 Battle,GC,2001,Platform,Sega
603,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation
604,Madden NFL 13,PS3,2012,Sports,Electronic Arts
605,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo
606,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment
607,Madden NFL 09,X360,2008,Sports,Electronic Arts
608,Space Invaders,2600,N/A,Shooter,Atari
609,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment
610,Perfect Dark,N64,2000,Action,Nintendo
611,Game Party,Wii,2007,Misc,Midway Games
612,Dragon Warrior,NES,1986,Role-Playing,Capcom
613,Tomb Raider (2013),PS3,2013,Action,Square Enix
614,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision
615,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment
616,Mario Party 2,N64,1999,Misc,Nintendo
617,Saints Row: The Third,PS3,2011,Action,THQ
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive
619,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment
620,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games
621,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment
622,Pure,X360,2008,Racing,Disney Interactive Studios
623,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive
624,NBA 2K13,PS3,2012,Sports,Take-Two Interactive
625,Rock Band,X360,N/A,Misc,Electronic Arts
626,NBA 2K14,X360,2013,Sports,Take-Two Interactive
627,Mario Party 4,GC,2002,Misc,Nintendo
628,uDraw Studio,Wii,2010,Misc,THQ
629,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive
630,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft
631,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft
632,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment
633,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios
634,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts
635,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts
636,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb
637,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft
638,Sonic Adventure,DC,1998,Platform,Sega
639,Ice Hockey,NES,1988,Sports,Nintendo
640,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment
641,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari
642,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment
643,Dino Crisis,PS,1998,Action,Capcom
644,Minecraft,XOne,2014,Misc,Microsoft Game Studios
645,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts
646,Madden NFL 16,XOne,2015,Sports,Electronic Arts
647,Tetris Plus,PS,1996,Puzzle,JVC
648,Pro Wrestling,NES,1987,Fighting,Nintendo
649,Theme Hospital,PC,1997,Strategy,Electronic Arts
650,Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment
651,Need for Speed (2015),PS4,2015,Racing,Electronic Arts
652,Zumba Fitness,X360,2010,Sports,505 Games
653,LEGO Indiana Jones: The Original Adventures,Wii,N/A,Action,LucasArts
655,Monopoly,PC,1994,Misc,Hasbro Interactive
656,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment
657,Dead Island,X360,2011,Action,Deep Silver
658,Guitar Hero,PS2,2005,Misc,RedOctane
659,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts
660,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios
661,WCW/nWo Revenge,N64,1998,Fighting,THQ
662,Bloodborne,PS4,2015,Action,Sony Computer Entertainment
663,NBA 2K15,PS4,2014,Sports,Take-Two Interactive
664,Madden NFL 11,PS3,2010,Sports,Electronic Arts
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment
666,Madden NFL 08,X360,2007,Sports,Electronic Arts
667,Half-Life 2,PC,2004,Shooter,Vivendi Games
668,The Incredibles,PS2,2004,Action,THQ
669,Tony Hawk's Underground 2,PS2,2004,Sports,Activision
670,Madden NFL 10,PS3,2009,Sports,Electronic Arts
671,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios
672,Kirby's Dream Land 2,GB,1995,Platform,Nintendo
673,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment
674,Donkey Kong Land II,GB,1996,Platform,Nintendo
675,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive
676,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive
677,Skylanders SWAP Force,Wii,2013,Platform,Activision
678,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ
679,My Fitness Coach,Wii,2008,Sports,Ubisoft
680,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom
681,The Sims 3,X360,2010,Simulation,Electronic Arts
682,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo
683,NBA 2K16,XOne,2015,Sports,Take-Two Interactive
684,Just Dance Kids,Wii,2010,Misc,Ubisoft
685,Mario Tennis,N64,2000,Sports,Nintendo
686,Grand Theft Auto,PS,1997,Action,Take-Two Interactive
687,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts
688,WarioWare Touched!,DS,2004,Puzzle,Nintendo
689,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts
690,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft
691,Cool Boarders 3,PS,1998,Sports,989 Studios
692,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment
693,Guild Wars 2,PC,2012,Action,NCSoft
694,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo
695,Dead Island,PS3,2011,Action,Deep Silver
696,Tomb Raider II,PC,1997,Action,Eidos Interactive
697,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment
698,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts
699,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment
700,Just Dance 2015,Wii,2014,Misc,Ubisoft
701,Yokai Watch Busters,3DS,2015,Action,Level 5
702,Mario Bros.,NES,1983,Platform,Nintendo
703,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts
704,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts
705,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive
706,TOCA Touring Car Championship,PS,1997,Racing,Codemasters
707,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo
708,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega
709,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega
710,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo
711,Wario Land 4,GBA,2001,Platform,Nintendo
712,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision
713,Call of Duty 3,Wii,N/A,Shooter,Activision
714,Resident Evil 4,Wii,2007,Action,Capcom
715,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe
716,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom
717,Cool Boarders 2,PS,1997,Sports,UEP Systems
718,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo
719,Madden NFL 12,PS3,2011,Sports,Electronic Arts
720,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo
721,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix
722,Sonic Advance,GBA,2001,Platform,Sega
723,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment
725,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision
726,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment
727,New Super Luigi U,WiiU,2013,Platform,Nintendo
728,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft
729,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment
730,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo
731,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts
732,BioShock 2,X360,2010,Shooter,Take-Two Interactive
733,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom
735,Rock Band 2,X360,2008,Misc,Electronic Arts
736,Frogger,2600,1981,Action,Parker Bros.
737,Guitar Hero II,X360,2007,Misc,Activision
738,Wario Land 3,GB,2000,Platform,Nintendo
739,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games
740,Sonic Unleashed,Wii,2008,Platform,Sega
741,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios
742,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment
743,Saints Row,X360,2006,Action,THQ
744,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision
745,Kirby's Pinball Land,GB,1992,Misc,Nintendo
746,Donkey Kong Country,GB,2000,Platform,Nintendo
747,Hitman: Absolution,PS3,2012,Action,Square Enix
748,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment
749,ATV Offroad Fury 2,PS2,2002,Racing,THQ
750,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios
751,Madden NFL 25,X360,2013,Sports,Electronic Arts
752,Pokemon Ranger,DS,2006,Role-Playing,Nintendo
753,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo
754,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix
755,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo
756,Tennis,NES,1984,Sports,Nintendo
757,The Sims: House Party,PC,2001,Simulation,Electronic Arts
758,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft
759,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment
760,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft
761,Volleyball,NES,1987,Sports,Nintendo
762,FIFA 15,XOne,2014,Sports,Electronic Arts
763,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision
764,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo
765,Mahjong,NES,1983,Misc,Nintendo
766,R.C. Pro-Am,NES,1988,Racing,Nintendo
767,SimCity 2000,PC,1992,Simulation,Maxis
768,Demon Attack,2600,1981,Shooter,Imagic
769,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment
770,Tetris DS,DS,2006,Puzzle,Nintendo
771,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft
